1667113959.005657, 0
1667113959.024594, 0
1667113959.036640, 2
1667113959.049746, 0
1667113959.063049, 3
1667113959.076548, 2
1667113959.090752, 5
1667113959.104792, 9
1667113959.119816, 13
1667113959.133945, 17
1667113959.146522, 19
1667113959.158626, 19
1667113959.170567, 24
1667113959.182920, 26
1667113959.194814, 31
1667113959.206474, 34
1667113959.218108, 36
1667113959.229831, 41
1667113959.243540, 44
1667113959.257142, 46
1667113959.270706, 50
1667113959.283844, 55
1667113959.297516, 59
1667113959.311658, 63
1667113959.326144, 65
1667113959.339783, 70
1667113959.354424, 76
1667113959.367552, 80
1667113959.381723, 84
1667113959.396225, 88
1667113959.410359, 90
1667113959.423167, 95
1667113959.435243, 98
1667113959.446812, 99
1667113959.458590, 99
1667113959.470426, 100
1667113959.482161, 100
1667113959.494981, 99
1667113959.507439, 100
1667113959.520628, 100
1667113959.534823, 100
1667113959.549093, 100
1667113959.563892, 100
1667113959.578516, 100
1667113959.592112, 99
1667113959.605486, 99
1667113959.620374, 99
1667113959.634000, 100
1667113959.648124, 100
1667113959.661931, 100
1667113959.676372, 100
1667113959.691001, 100
1667113959.704244, 100
1667113959.717025, 99
1667113959.729410, 100
1667113959.741363, 100
1667113959.753113, 99
1667113959.764632, 100
1667113959.776102, 100
1667113959.787760, 99
1667113959.801388, 100
1667113959.815600, 100
1667113959.829651, 99
1667113959.844190, 100
1667113959.858487, 100
1667113959.873489, 100
1667113959.886567, 99
1667113959.900202, 99
1667113959.914312, 100
1667113959.927462, 100
1667113959.941606, 100
1667113959.955620, 100
1667113959.968841, 100
1667113959.980597, 100
1667113959.992302, 100
1667113960.005050, 100
1667113960.016654, 99
1667113960.028187, 100
1667113960.039813, 99
1667113960.051530, 100
1667113960.065187, 99
1667113960.078324, 99
1667113960.091947, 100
1667113960.105081, 100
1667113960.119170, 100
1667113960.132490, 100
1667113960.146982, 100
1667113960.158727, 100
1667113960.170548, 100
1667113960.182614, 100
1667113960.194172, 100
1667113960.206108, 99
1667113960.218085, 99
1667113960.231252, 99
1667113960.245315, 100
1667113960.258012, 100
1667113960.272595, 100
1667113960.286723, 100
1667113960.300845, 100
1667113960.314960, 100
1667113960.329077, 100
1667113960.343653, 99
1667113960.360579, 98
1667113960.376720, 99
1667113960.388533, 100
1667113960.400235, 99
1667113960.412009, 98
1667113960.424471, 98
1667113960.436098, 99
1667113960.447607, 98
1667113960.459452, 98
1667113960.473124, 99
1667113960.486254, 98
1667113960.500351, 99
1667113960.513498, 98
1667113960.527624, 97
1667113960.541213, 98
1667113960.554839, 99
1667113960.567534, 100
1667113960.581646, 100
1667113960.595693, 100
1667113960.609867, 100
1667113960.623928, 100
1667113960.637569, 99
1667113960.651705, 100
1667113960.665800, 99
1667113960.680406, 99
1667113960.694054, 98
1667113960.707650, 98
1667113960.721310, 96
1667113960.734909, 95
1667113960.749502, 96
1667113960.764887, 97
1667113960.779714, 97
1667113960.795262, 96
1667113960.809832, 98
1667113960.823966, 98
1667113960.838067, 98
1667113960.852672, 97
1667113960.866315, 96
1667113960.880954, 97
1667113960.894525, 99
1667113960.909170, 98
1667113960.922745, 97
1667113960.936403, 99
1667113960.950031, 98
1667113960.963642, 99
1667113960.976075, 98
1667113960.988231, 100
1667113961.000179, 100
1667113961.012322, 100
1667113961.023963, 99
1667113961.035532, 100
1667113961.047915, 96
1667113961.060017, 95
1667113961.073602, 95
1667113961.086128, 92
1667113961.100022, 93
1667113961.112570, 93
1667113961.124382, 91
1667113961.136643, 89
1667113961.149350, 89
1667113961.162001, 87
1667113961.176825, 85
1667113961.192792, 86
1667113961.207131, 84
1667113961.222814, 82
1667113961.237160, 82
1667113961.253244, 82
1667113961.267296, 80
1667113961.281887, 78
1667113961.296583, 77
1667113961.312128, 75
1667113961.327658, 73
1667113961.341291, 72
1667113961.355875, 71
1667113961.371437, 69
1667113961.386036, 62
1667113961.399698, 58
1667113961.413322, 54
1667113961.426954, 48
1667113961.445403, 43
1667113961.459575, 38
1667113961.475561, 38
1667113961.492132, 39
1667113961.507707, 37
1667113961.524229, 36
1667113961.541789, 36
1667113961.557438, 36
1667113961.571974, 36
1667113961.584676, 37
1667113961.598668, 36
1667113961.611874, 37
1667113961.625975, 37
1667113961.640648, 36
1667113961.653172, 38
1667113961.665173, 37
1667113961.677104, 37
1667113961.688929, 37
1667113961.700838, 36
1667113961.712596, 37
1667113961.724308, 37
1667113961.738351, 36
1667113961.752998, 37
1667113961.767142, 38
1667113961.781256, 37
1667113961.795487, 37
1667113961.808198, 37
1667113961.828897, 37
1667113961.843456, 37
1667113961.856456, 37
1667113961.872184, 36
1667113961.884080, 37
1667113961.895862, 37
1667113961.908362, 38
1667113961.922342, 36
1667113961.937883, 37
1667113961.954482, 38
1667113961.967085, 37
1667113961.980468, 37
1667113961.997183, 36
1667113962.012125, 36
1667113962.024988, 38
1667113962.037232, 36
1667113962.049826, 36
1667113962.062504, 36
1667113962.074419, 36
1667113962.086525, 37
1667113962.098470, 37
1667113962.113133, 36
1667113962.128267, 36
1667113962.142793, 37
1667113962.157853, 35
1667113962.173508, 36
1667113962.186092, 37
1667113962.199755, 36
1667113962.213354, 37
1667113962.226960, 36
1667113962.240616, 36
1667113962.254210, 37
1667113962.267377, 37
1667113962.281507, 37
1667113962.295104, 37
1667113962.308709, 38
1667113962.321883, 37
1667113962.335189, 37
1667113962.348726, 37
1667113962.361334, 39
1667113962.374003, 38
1667113962.386688, 37
1667113962.399279, 37
1667113962.411090, 38
