1667114250.728151, 0
1667114250.754000, 0
1667114250.767605, 0
1667114250.780474, 6
1667114250.792166, 1
1667114250.804007, 4
1667114250.815805, 4
1667114250.829889, 9
1667114250.843537, 13
1667114250.857206, 16
1667114250.870778, 18
1667114250.884538, 21
1667114250.898045, 26
1667114250.911652, 31
1667114250.925362, 33
1667114250.939667, 37
1667114250.954064, 40
1667114250.969089, 43
1667114250.983419, 47
1667114250.997818, 50
1667114251.012565, 49
1667114251.026538, 49
1667114251.040651, 49
1667114251.054757, 50
1667114251.069348, 49
1667114251.084940, 50
1667114251.098089, 50
1667114251.112175, 50
1667114251.126774, 50
1667114251.141366, 50
1667114251.155535, 50
1667114251.170555, 50
1667114251.184174, 49
1667114251.197655, 49
1667114251.211944, 50
1667114251.229021, 49
1667114251.245519, 49
1667114251.260113, 49
1667114251.274695, 50
1667114251.289295, 50
1667114251.302904, 50
1667114251.315688, 49
1667114251.327507, 50
1667114251.340022, 50
1667114251.352776, 49
1667114251.364440, 50
1667114251.377197, 49
1667114251.389638, 48
1667114251.401398, 50
1667114251.413967, 50
1667114251.427327, 50
1667114251.441129, 50
1667114251.455273, 50
1667114251.469854, 50
1667114251.483500, 49
1667114251.497163, 50
1667114251.510769, 50
1667114251.524409, 50
1667114251.538019, 49
1667114251.551618, 48
1667114251.565295, 46
1667114251.578893, 50
1667114251.592501, 50
1667114251.606144, 50
1667114251.622328, 49
1667114251.634363, 49
1667114251.647986, 47
1667114251.662056, 47
1667114251.676160, 49
1667114251.690681, 50
1667114251.705346, 50
1667114251.719978, 50
1667114251.735300, 48
1667114251.747715, 47
1667114251.761385, 42
1667114251.776411, 45
1667114251.790046, 49
1667114251.803652, 47
1667114251.817327, 48
1667114251.831864, 48
1667114251.846022, 45
1667114251.861170, 47
1667114251.876662, 50
1667114251.890315, 47
1667114251.903474, 49
1667114251.917521, 45
1667114251.932129, 38
1667114251.945735, 38
1667114251.960385, 35
1667114251.975025, 31
1667114251.989530, 27
1667114252.004166, 24
1667114252.017790, 24
1667114252.031386, 27
1667114252.045067, 24
1667114252.058645, 21
1667114252.072272, 17
1667114252.085907, 18
1667114252.100508, 18
1667114252.114146, 17
1667114252.128402, 17
1667114252.143348, 17
1667114252.156996, 17
1667114252.171746, 17
1667114252.184219, 17
1667114252.197877, 17
1667114252.211447, 18
1667114252.225069, 16
1667114252.238723, 18
1667114252.252348, 17
1667114252.265700, 16
1667114252.281642, 16
1667114252.296192, 18
1667114252.312453, 17
1667114252.325332, 17
1667114252.338828, 17
1667114252.352654, 17
1667114252.366447, 17
1667114252.381828, 17
1667114252.395437, 17
1667114252.410032, 18
1667114252.424201, 17
1667114252.439016, 18
1667114252.451404, 19
1667114252.464540, 19
1667114252.478603, 18
1667114252.494190, 19
1667114252.508348, 19
1667114252.522888, 20
1667114252.537075, 19
1667114252.549676, 20
1667114252.561572, 18
1667114252.573314, 19
1667114252.585092, 20
1667114252.596668, 19
1667114252.608444, 20
1667114252.620659, 19
1667114252.633303, 20
1667114252.646952, 20
1667114252.660591, 21
1667114252.674247, 20
1667114252.687827, 20
1667114252.701454, 20
1667114252.715105, 20
1667114252.728079, 21
1667114252.742309, 19
1667114252.756478, 20
1667114252.771045, 20
1667114252.785170, 21
1667114252.799316, 20
1667114252.814069, 20
1667114252.827010, 21
1667114252.839692, 20
1667114252.851568, 20
1667114252.863243, 20
1667114252.874977, 21
1667114252.886496, 20
1667114252.898222, 20
1667114252.910739, 22
1667114252.924371, 22
1667114252.937482, 22
1667114252.952585, 21
1667114252.967147, 21
1667114252.981300, 23
1667114252.995413, 23
1667114253.009556, 23
1667114253.024617, 22
1667114253.038217, 22
1667114253.051839, 23
1667114253.065513, 23
1667114253.080113, 23
1667114253.094218, 23
1667114253.109245, 23
1667114253.122913, 23
1667114253.136574, 23
1667114253.150139, 24
1667114253.163323, 23
1667114253.177451, 23
1667114253.193587, 23
1667114253.205598, 23
1667114253.220230, 24
1667114253.233860, 24
1667114253.247469, 23
1667114253.261125, 23
1667114253.275719, 22
1667114253.289324, 25
1667114253.302957, 25
1667114253.317579, 25
1667114253.331181, 25
1667114253.345480, 24
1667114253.361224, 24
1667114253.376903, 25
1667114253.391499, 24
1667114253.405214, 25
1667114253.419748, 25
1667114253.433373, 26
1667114253.447530, 26
1667114253.461611, 26
1667114253.475710, 27
1667114253.488936, 27
1667114253.501534, 26
1667114253.513257, 26
1667114253.524919, 27
1667114253.536622, 26
1667114253.548450, 26
1667114253.560071, 27
1667114253.572853, 26
1667114253.585254, 26
1667114253.598812, 26
1667114253.614194, 26
1667114253.626080, 26
1667114253.640748, 27
1667114253.653883, 26
1667114253.667946, 26
1667114253.681579, 27
1667114253.695705, 27
1667114253.710287, 27
1667114253.723939, 27
1667114253.738043, 28
1667114253.752605, 27
1667114253.766751, 27
1667114253.781788, 27
1667114253.795461, 28
1667114253.809095, 27
1667114253.822670, 28
1667114253.836362, 28
1667114253.849987, 28
1667114253.863548, 28
1667114253.877213, 29
1667114253.890808, 28
1667114253.904454, 28
1667114253.917705, 29
1667114253.931694, 29
1667114253.945839, 28
1667114253.960434, 28
1667114253.974531, 28
1667114253.989136, 28
1667114254.002782, 28
1667114254.017355, 29
1667114254.031500, 29
1667114254.045935, 29
1667114254.060293, 28
1667114254.072121, 28
1667114254.084563, 29
1667114254.096261, 30
1667114254.108029, 29
1667114254.119666, 29
1667114254.131703, 29
1667114254.143871, 30
1667114254.157502, 29
1667114254.171107, 31
1667114254.184322, 31
1667114254.197931, 32
1667114254.212005, 32
1667114254.225613, 32
1667114254.239288, 31
1667114254.252863, 31
1667114254.266508, 31
1667114254.281143, 31
1667114254.295233, 31
1667114254.309336, 31
1667114254.323954, 30
1667114254.337574, 30
1667114254.352150, 32
1667114254.365800, 31
1667114254.379426, 31
1667114254.394015, 32
1667114254.409252, 33
1667114254.424185, 32
1667114254.439792, 32
1667114254.453377, 33
1667114254.467068, 32
1667114254.479784, 32
1667114254.491938, 33
1667114254.504023, 32
1667114254.516305, 32
1667114254.528420, 32
1667114254.540199, 33
1667114254.551870, 33
1667114254.564080, 33
1667114254.576011, 33
1667114254.589648, 34
1667114254.603267, 32
1667114254.616439, 32
1667114254.630150, 32
1667114254.644135, 32
1667114254.658394, 31
1667114254.672407, 33
1667114254.687012, 32
1667114254.702567, 33
1667114254.715709, 33
1667114254.729346, 32
1667114254.742965, 33
1667114254.757105, 33
1667114254.772714, 33
1667114254.786255, 34
1667114254.798935, 34
1667114254.811006, 34
1667114254.823269, 33
1667114254.834914, 33
1667114254.846534, 33
1667114254.858488, 33
1667114254.870442, 34
1667114254.882305, 33
1667114254.896253, 34
