1667114412.686097, lastsnd:7294292
1667114412.708869, lastsnd:7294316
1667114412.731196, cwnd:10
1667114412.747939, cwnd:10
1667114412.762362, cwnd:20
1667114412.778508, cwnd:26
1667114412.793931, cwnd:40
1667114412.812166, cwnd:54
1667114412.826406, cwnd:68
1667114412.843940, cwnd:80
1667114412.858347, cwnd:94
1667114412.874605, cwnd:108
1667114412.889497, cwnd:120
1667114412.907329, cwnd:135
1667114412.922007, cwnd:132
1667114412.939380, cwnd:114
1667114412.953132, cwnd:96
1667114412.966880, cwnd:78
1667114412.982312, cwnd:64
1667114412.996564, cwnd:58
1667114413.010951, cwnd:70
1667114413.025320, cwnd:70
1667114413.049984, cwnd:64
1667114413.064289, cwnd:45
1667114413.078391, cwnd:45
1667114413.092230, cwnd:47
1667114413.109909, cwnd:44
1667114413.125378, cwnd:44
1667114413.142642, cwnd:42
1667114413.159647, cwnd:40
1667114413.178459, cwnd:40
1667114413.203585, cwnd:37
1667114413.223600, cwnd:37
1667114413.238085, cwnd:37
1667114413.252911, cwnd:35
1667114413.267619, cwnd:35
1667114413.284042, cwnd:35
1667114413.299701, cwnd:35
1667114413.314851, cwnd:35
1667114413.330396, cwnd:36
1667114413.348898, cwnd:36
1667114413.364717, cwnd:36
1667114413.380597, cwnd:37
1667114413.395982, cwnd:37
1667114413.414252, cwnd:38
1667114413.429810, cwnd:38
1667114413.446217, cwnd:38
1667114413.462333, cwnd:39
1667114413.478936, cwnd:39
1667114413.495466, cwnd:39
1667114413.511915, cwnd:40
1667114413.527635, cwnd:40
1667114413.544204, cwnd:40
1667114413.559727, cwnd:41
1667114413.575456, cwnd:41
1667114413.590982, cwnd:41
1667114413.607756, cwnd:42
1667114413.624187, cwnd:42
1667114413.639361, cwnd:42
1667114413.656444, cwnd:43
1667114413.673260, cwnd:43
1667114413.692449, cwnd:43
1667114413.708593, cwnd:44
1667114413.724459, cwnd:44
1667114413.742107, cwnd:44
1667114413.758153, cwnd:45
1667114413.773231, cwnd:45
1667114413.788368, cwnd:45
1667114413.806252, cwnd:45
1667114413.824393, cwnd:46
1667114413.845852, cwnd:46
1667114413.861911, cwnd:46
1667114413.880712, cwnd:47
1667114413.897706, cwnd:47
1667114413.913915, cwnd:47
1667114413.932468, cwnd:48
1667114413.949006, cwnd:48
1667114413.966162, cwnd:48
1667114413.982166, cwnd:48
1667114413.998015, cwnd:49
1667114414.018248, cwnd:49
1667114414.033602, cwnd:49
1667114414.050182, cwnd:50
1667114414.067304, cwnd:50
1667114414.085077, cwnd:50
1667114414.102796, cwnd:50
1667114414.118350, cwnd:51
1667114414.134234, cwnd:51
1667114414.152986, cwnd:51
1667114414.171326, cwnd:52
1667114414.187884, cwnd:52
1667114414.206959, cwnd:52
1667114414.224234, cwnd:52
1667114414.240399, cwnd:53
1667114414.258521, cwnd:53
1667114414.282467, cwnd:53
1667114414.302011, cwnd:47
1667114414.319926, cwnd:39
1667114414.342141, cwnd:32
1667114414.358356, cwnd:26
1667114414.377137, cwnd:26
1667114414.393409, cwnd:27
1667114414.417286, cwnd:27
1667114414.433257, cwnd:28
1667114414.452245, cwnd:28
1667114414.469318, cwnd:29
1667114414.489707, cwnd:30
1667114414.506032, cwnd:30
1667114414.521383, cwnd:30
1667114414.540169, cwnd:31
1667114414.556398, cwnd:31
1667114414.573105, cwnd:32
1667114414.590056, cwnd:32
1667114414.611192, cwnd:33
1667114414.627321, cwnd:33
1667114414.642965, cwnd:34
1667114414.658806, cwnd:34
1667114414.677031, cwnd:34
1667114414.693309, cwnd:35
1667114414.709087, cwnd:35
1667114414.725278, cwnd:36
1667114414.744712, cwnd:36
1667114414.760001, cwnd:36
1667114414.775582, cwnd:37
1667114414.791709, cwnd:37
1667114414.810466, cwnd:37
1667114414.827818, cwnd:38
1667114414.844799, cwnd:38
1667114414.861873, cwnd:39
1667114414.884664, cwnd:39
1667114414.900825, cwnd:39
1667114414.916112, cwnd:40
1667114414.932024, cwnd:40
1667114414.953302, cwnd:40
1667114414.969848, cwnd:41
1667114414.987203, cwnd:41
1667114415.006040, cwnd:42
1667114415.028295, cwnd:42
1667114415.044628, cwnd:42
1667114415.061023, cwnd:43
1667114415.083731, cwnd:43
1667114415.100637, cwnd:43
1667114415.115712, cwnd:44
1667114415.130659, cwnd:44
1667114415.145970, cwnd:44
1667114415.164597, cwnd:45
1667114415.183120, cwnd:45
1667114415.198557, cwnd:45
1667114415.213223, cwnd:45
1667114415.230323, cwnd:46
1667114415.246279, cwnd:46
1667114415.261929, cwnd:46
1667114415.277227, cwnd:47
1667114415.293035, cwnd:47
1667114415.311429, cwnd:47
1667114415.327079, cwnd:47
1667114415.343632, cwnd:48
1667114415.358192, cwnd:48
1667114415.378787, cwnd:48
1667114415.395290, cwnd:49
1667114415.412018, cwnd:49
1667114415.427291, cwnd:49
1667114415.444875, cwnd:49
1667114415.460207, cwnd:50
1667114415.475853, cwnd:50
1667114415.490835, cwnd:50
1667114415.508162, cwnd:50
1667114415.523323, cwnd:51
1667114415.537895, cwnd:51
1667114415.552485, cwnd:51
1667114415.574287, cwnd:52
1667114415.588873, cwnd:52
1667114415.605905, cwnd:52
1667114415.620807, cwnd:52
1667114415.639599, cwnd:53
1667114415.655071, cwnd:53
1667114415.671692, cwnd:53
1667114415.688723, cwnd:53
1667114415.704286, cwnd:48
1667114415.721564, cwnd:41
1667114415.737136, cwnd:35
1667114415.752977, cwnd:29
1667114415.768219, cwnd:26
1667114415.783600, cwnd:26
1667114415.798637, cwnd:27
1667114415.815602, cwnd:27
1667114415.830329, cwnd:28
1667114415.845879, cwnd:28
1667114415.860819, cwnd:29
1667114415.876900, cwnd:29
1667114415.892073, cwnd:29
1667114415.908128, cwnd:30
1667114415.923681, cwnd:30
1667114415.939571, cwnd:31
1667114415.954961, cwnd:31
1667114415.970549, cwnd:32
1667114415.985773, cwnd:32
1667114416.001937, cwnd:32
1667114416.016779, cwnd:33
1667114416.032500, cwnd:33
1667114416.048528, cwnd:34
1667114416.066341, cwnd:34
1667114416.081659, cwnd:34
1667114416.097795, cwnd:35
1667114416.113249, cwnd:35
1667114416.128794, cwnd:35
1667114416.145694, cwnd:36
1667114416.161110, cwnd:36
1667114416.176530, cwnd:37
1667114416.191918, cwnd:37
1667114416.213279, cwnd:37
1667114416.228741, cwnd:38
1667114416.244938, cwnd:38
1667114416.260165, cwnd:38
1667114416.278673, cwnd:39
1667114416.293550, cwnd:39
1667114416.308491, cwnd:39
1667114416.323355, cwnd:40
1667114416.343106, cwnd:40
1667114416.358240, cwnd:40
1667114416.374132, cwnd:41
1667114416.389433, cwnd:41
1667114416.405013, cwnd:41
1667114416.419950, cwnd:42
1667114416.435898, cwnd:42
1667114416.451808, cwnd:42
1667114416.469911, cwnd:43
1667114416.486577, cwnd:43
1667114416.503829, cwnd:43
1667114416.518567, cwnd:44
1667114416.534300, cwnd:44
1667114416.549691, cwnd:44
1667114416.565681, cwnd:44
1667114416.582384, cwnd:45
1667114416.598288, cwnd:45
1667114416.614035, cwnd:45
1667114416.629458, cwnd:46
1667114416.646017, cwnd:46
1667114416.661451, cwnd:46
1667114416.676771, cwnd:47
1667114416.691587, cwnd:47
1667114416.708118, cwnd:47
1667114416.723535, cwnd:47
1667114416.740965, cwnd:48
1667114416.756285, cwnd:48
1667114416.772483, cwnd:48
1667114416.787503, cwnd:48
1667114416.802047, cwnd:49
1667114416.818579, cwnd:49
1667114416.838978, cwnd:49
1667114416.855565, cwnd:50
1667114416.872023, cwnd:50
1667114416.887677, cwnd:50
1667114416.907540, cwnd:50
1667114416.922770, cwnd:51
1667114416.937219, cwnd:51
1667114416.951706, cwnd:51
1667114416.966633, cwnd:51
1667114416.984895, cwnd:52
1667114417.000171, cwnd:52
1667114417.017231, cwnd:52
1667114417.032150, cwnd:52
1667114417.048243, cwnd:53
1667114417.063207, cwnd:49
1667114417.078387, cwnd:43
1667114417.093195, cwnd:36
1667114417.108612, cwnd:30
1667114417.123918, cwnd:26
1667114417.140201, cwnd:26
1667114417.155435, cwnd:27
1667114417.170370, cwnd:27
1667114417.185611, cwnd:28
1667114417.203654, cwnd:28
1667114417.218421, cwnd:29
1667114417.234210, cwnd:29
1667114417.250202, cwnd:29
1667114417.268606, cwnd:30
1667114417.284270, cwnd:30
1667114417.299777, cwnd:31
1667114417.315186, cwnd:31
1667114417.334846, cwnd:32
1667114417.350345, cwnd:32
1667114417.365780, cwnd:32
1667114417.380593, cwnd:33
1667114417.396179, cwnd:33
1667114417.412760, cwnd:34
1667114417.428659, cwnd:34
1667114417.444778, cwnd:34
1667114417.460040, cwnd:35
1667114417.480630, cwnd:35
1667114417.496376, cwnd:36
1667114417.512095, cwnd:36
1667114417.527768, cwnd:36
1667114417.548092, cwnd:37
1667114417.564723, cwnd:37
1667114417.581415, cwnd:38
1667114417.599596, cwnd:38
1667114417.618335, cwnd:38
1667114417.634049, cwnd:39
1667114417.650165, cwnd:39
1667114417.665980, cwnd:39
1667114417.681419, cwnd:40
1667114417.699835, cwnd:40
1667114417.716344, cwnd:40
1667114417.732185, cwnd:41
1667114417.747690, cwnd:41
1667114417.765059, cwnd:41
1667114417.779874, cwnd:42
1667114417.795029, cwnd:42
1667114417.809818, cwnd:42
1667114417.824771, cwnd:43
1667114417.843974, cwnd:43
1667114417.858991, cwnd:43
1667114417.875173, cwnd:44
1667114417.890735, cwnd:44
1667114417.908418, cwnd:44
1667114417.924717, cwnd:44
1667114417.939786, cwnd:45
1667114417.955898, cwnd:45
1667114417.973908, cwnd:45
1667114417.988884, cwnd:46
1667114418.004020, cwnd:46
1667114418.018677, cwnd:46
1667114418.034823, cwnd:46
1667114418.050249, cwnd:47
1667114418.068070, cwnd:47
1667114418.082399, cwnd:47
1667114418.099992, cwnd:48
1667114418.115561, cwnd:48
1667114418.131830, cwnd:48
1667114418.148055, cwnd:49
1667114418.168884, cwnd:49
1667114418.183895, cwnd:49
1667114418.198159, cwnd:49
1667114418.213694, cwnd:50
1667114418.228312, cwnd:50
1667114418.247176, cwnd:50
1667114418.262777, cwnd:50
1667114418.279233, cwnd:51
1667114418.294177, cwnd:51
1667114418.309614, cwnd:51
1667114418.325940, cwnd:51
1667114418.341116, cwnd:52
1667114418.356592, cwnd:52
1667114418.372636, cwnd:52
1667114418.387849, cwnd:52
1667114418.404367, cwnd:53
1667114418.419781, cwnd:53
1667114418.436074, cwnd:45
1667114418.451708, cwnd:38
1667114418.467562, cwnd:32
1667114418.483160, cwnd:26
1667114418.499893, cwnd:26
1667114418.517854, cwnd:27
1667114418.532229, cwnd:27
1667114418.546937, cwnd:27
1667114418.561952, cwnd:28
1667114418.576599, cwnd:28
1667114418.590831, cwnd:29
1667114418.607545, cwnd:29
1667114418.629208, cwnd:30
1667114418.645562, cwnd:30
1667114418.661052, cwnd:31
